,material_id,cif,formula,heat_all,heat_ref,dir_gap,ind_gap
7858,707,"# generated using pymatgen
data_CuBNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.49736821
_cell_length_b   3.49736821
_cell_length_c   3.49736821
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuBNO2
_chemical_formula_sum   'Cu1 B1 N1 O2'
_cell_volume   42.77835456
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.15059530  0.00000000  -0.00000000  1
  B  B1  1  0.51754227  0.50000000  0.50000000  1
  N  N2  1  0.40441862  -0.00000000  0.50000000  1
  O  O3  1  0.40671719  0.50000000  -0.00000000  1
  O  O4  1  -0.08288888  0.50000000  0.50000000  1
",CuBO2N,1.7,1.690920076,0,0
17251,18893,"# generated using pymatgen
data_CsNaN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86878000
_cell_length_b   4.86878000
_cell_length_c   4.86878000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsNaN3
_chemical_formula_sum   'Cs1 Na1 N3'
_cell_volume   115.41452112
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00045432  -0.00000000  0.00000000  1
  Na  Na1  1  0.50476214  0.50000000  0.50000000  1
  N  N2  1  0.49980123  0.00000000  0.50000000  1
  N  N3  1  0.49980123  0.50000000  0.00000000  1
  N  N4  1  0.00496732  0.50000000  0.50000000  1
",CsNaN3,3.88,2.704825888,0,0
9040,10420,"# generated using pymatgen
data_TaMnSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06352856
_cell_length_b   4.06352856
_cell_length_c   4.06352856
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaMnSO2
_chemical_formula_sum   'Ta1 Mn1 S1 O2'
_cell_volume   67.09805781
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  -0.37231586  -0.00000000  0.00000000  1
  Mn  Mn1  1  0.79989186  0.50000000  0.50000000  1
  S  S2  1  0.04540823  0.00000000  0.50000000  1
  O  O3  1  0.76964115  0.50000000  0.00000000  1
  O  O4  1  0.32461134  0.50000000  0.50000000  1
",TaMnO2S,0.94,0.857317867,0,0
2222,8958,"# generated using pymatgen
data_HgOsSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28100151
_cell_length_b   4.28100151
_cell_length_c   4.28100151
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HgOsSO2
_chemical_formula_sum   'Hg1 Os1 S1 O2'
_cell_volume   78.45780311
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  -0.01152772  0.00000000  0.00000000  1
  Os  Os1  1  0.55368335  0.50000000  0.50000000  1
  S  S2  1  0.35275444  0.00000000  0.50000000  1
  O  O3  1  0.54549049  0.50000000  0.00000000  1
  O  O4  1  -0.00963463  0.50000000  0.50000000  1
",HgOsO2S,1.1,1.090613974,0,0
14378,8637,"# generated using pymatgen
data_NbReSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18594789
_cell_length_b   4.18594789
_cell_length_c   4.18594789
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbReSO2
_chemical_formula_sum   'Nb1 Re1 S1 O2'
_cell_volume   73.34684761
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  -0.23012523  0.00000000  0.00000000  1
  Re  Re1  1  0.62323748  0.50000000  0.50000000  1
  S  S2  1  0.38693602  0.00000000  0.50000000  1
  O  O3  1  0.63271180  0.50000000  0.00000000  1
  O  O4  1  0.09033299  0.50000000  0.50000000  1
",NbReO2S,1.04,1.034718062,0,0
1512,14160,"# generated using pymatgen
data_TlSbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.11876083
_cell_length_b   4.11876083
_cell_length_c   4.11876083
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlSbO3
_chemical_formula_sum   'Tl1 Sb1 O3'
_cell_volume   69.87144472
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.00202781  -0.00000000  0.00000000  1
  Sb  Sb1  1  0.50297305  0.50000000  0.50000000  1
  O  O2  1  0.50095962  0.00000000  0.50000000  1
  O  O3  1  0.50095962  0.50000000  0.00000000  1
  O  O4  1  0.00281449  0.50000000  0.50000000  1
",TlSbO3,0.56,0.566067311,0,0
10556,2220,"# generated using pymatgen
data_SbAuNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02684478
_cell_length_b   4.02684478
_cell_length_c   4.02684478
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbAuNO2
_chemical_formula_sum   'Sb1 Au1 N1 O2'
_cell_volume   65.29721667
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00045996  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50565503  0.50000000  0.50000000  1
  N  N2  1  0.49956814  0.00000000  0.50000000  1
  O  O3  1  0.49977493  0.50000000  0.00000000  1
  O  O4  1  0.00466641  0.50000000  0.50000000  1
",AuSbO2N,1.38,1.389307964,0,0
12473,8022,"# generated using pymatgen
data_YZnN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86977538
_cell_length_b   3.86977538
_cell_length_c   3.86977538
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YZnN2O
_chemical_formula_sum   'Y1 Zn1 N2 O1'
_cell_volume   57.95051125
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00201986  -0.00000000  0.00000000  1
  Zn  Zn1  1  0.50390927  0.50000000  0.50000000  1
  N  N2  1  0.50056076  0.00000000  0.50000000  1
  N  N3  1  0.50056076  0.50000000  0.00000000  1
  O  O4  1  0.00325815  0.50000000  0.50000000  1
",YZnON2,1.48,1.357561368,0,0
13179,12877,"# generated using pymatgen
data_BWO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05447687
_cell_length_b   4.05447687
_cell_length_c   4.05447687
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BWO2F
_chemical_formula_sum   'B1 W1 O2 F1'
_cell_volume   66.65066410
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.00015025  0.00000000  0.00000000  1
  W  W1  1  0.50430710  0.50000000  0.50000000  1
  F  F2  1  0.49993817  0.00000000  0.50000000  1
  O  O3  1  0.50093422  0.50000000  0.00000000  1
  O  O4  1  0.00461178  0.50000000  0.50000000  1
",BWO2F,1.68,1.67471699,0,0
4211,9385,"# generated using pymatgen
data_CdGaSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26936764
_cell_length_b   4.26936764
_cell_length_c   4.26936764
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdGaSO2
_chemical_formula_sum   'Cd1 Ga1 S1 O2'
_cell_volume   77.81989880
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  -0.04602762  -0.00000000  -0.00000000  1
  Ga  Ga1  1  0.57094089  0.50000000  0.50000000  1
  S  S2  1  0.32976358  0.00000000  0.50000000  1
  O  O3  1  0.65534605  0.50000000  -0.00000000  1
  O  O4  1  0.03030106  0.50000000  0.50000000  1
",CdGaO2S,0.84,0.847165189,0,0
6079,3856,"# generated using pymatgen
data_ZrSiNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.23771640
_cell_length_b   4.23771640
_cell_length_c   4.23771640
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrSiNOF
_chemical_formula_sum   'Zr1 Si1 N1 O1 F1'
_cell_volume   76.10192935
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.17382503  0.00000000  0.00000000  1
  Zr  Zr1  1  0.53063697  0.50000000  0.50000000  1
  F  F2  1  0.43784349  0.00000000  0.50000000  1
  N  N3  1  0.40475181  0.50000000  0.00000000  1
  O  O4  1  -0.01769826  0.50000000  0.50000000  1
",SiZrOFN,1,1.002605001,1.6,1
2152,7428,"# generated using pymatgen
data_NbRhN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.12818414
_cell_length_b   4.12818414
_cell_length_c   4.12818414
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbRhN2O
_chemical_formula_sum   'Nb1 Rh1 N2 O1'
_cell_volume   70.35211913
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.47453703  -0.00000000  0.00000000  1
  Nb  Nb1  1  0.58964477  0.50000000  0.50000000  1
  N  N2  1  0.47482054  -0.00000000  0.50000000  1
  N  N3  1  0.47482054  0.50000000  0.00000000  1
  O  O4  1  0.03662051  0.50000000  0.50000000  1
",RhNbON2,0.58,0.584819182,0,0
10413,16086,"# generated using pymatgen
data_ScNbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05235520
_cell_length_b   4.05235520
_cell_length_c   4.05235520
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScNbO3
_chemical_formula_sum   'Sc1 Nb1 O3'
_cell_volume   66.54608593
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.18572534  0.00000000  0.00000000  1
  Sc  Sc1  1  0.52657998  0.50000000  0.50000000  1
  O  O2  1  0.40621677  0.00000000  0.50000000  1
  O  O3  1  0.40621677  0.50000000  0.00000000  1
  O  O4  1  -0.00034356  0.50000000  0.50000000  1
",NbScO3,0.62,0.610754405,0,0
13969,15726,"# generated using pymatgen
data_CaZnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87304371
_cell_length_b   3.87304371
_cell_length_c   3.87304371
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaZnO3
_chemical_formula_sum   'Ca1 Zn1 O3'
_cell_volume   58.09746667
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00251990  -0.00000000  -0.00000000  1
  Zn  Zn1  1  0.50126930  0.50000000  0.50000000  1
  O  O2  1  0.50157858  0.00000000  0.50000000  1
  O  O3  1  0.50157858  0.50000000  0.00000000  1
  O  O4  1  0.00125126  0.50000000  0.50000000  1
",CaZnO3,0.88,0.877825089,0,0
2440,9928,"# generated using pymatgen
data_AlReSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.08623783
_cell_length_b   4.08623783
_cell_length_c   4.08623783
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlReSO2
_chemical_formula_sum   'Al1 Re1 S1 O2'
_cell_volume   68.22930067
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Re  Re0  1  -0.36018015  0.00000000  0.00000000  1
  Al  Al1  1  0.69268926  0.50000000  0.50000000  1
  S  S2  1  0.37037721  0.00000000  0.50000000  1
  O  O3  1  0.66243775  0.50000000  0.00000000  1
  O  O4  1  0.13904633  0.50000000  0.50000000  1
",ReAlO2S,1.42,1.428665245,0,0
10859,13289,"# generated using pymatgen
data_InOsO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25229540
_cell_length_b   4.25229540
_cell_length_c   4.25229540
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InOsO2F
_chemical_formula_sum   'In1 Os1 O2 F1'
_cell_volume   76.89007439
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Os  Os0  1  0.00085952  0.00000000  0.00000000  1
  In  In1  1  0.50020907  0.50000000  0.50000000  1
  F  F2  1  0.49986801  0.00000000  0.50000000  1
  O  O3  1  0.50050856  0.50000000  0.00000000  1
  O  O4  1  0.00050513  0.50000000  0.50000000  1
",OsInO2F,1.78,1.746066697,0,0
3254,1027,"# generated using pymatgen
data_SrReNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.35469408
_cell_length_b   4.35469408
_cell_length_c   4.35469408
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrReNO2
_chemical_formula_sum   'Sr1 Re1 N1 O2'
_cell_volume   82.57963398
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Re  Re0  1  0.00024333  0.00000000  0.00000000  1
  Sr  Sr1  1  0.50563104  0.50000000  0.50000000  1
  N  N2  1  0.50004988  0.00000000  0.50000000  1
  O  O3  1  0.49955311  0.50000000  0.00000000  1
  O  O4  1  0.00498637  0.50000000  0.50000000  1
",ReSrO2N,3.16,3.152425868,0,0
6101,13493,"# generated using pymatgen
data_NbInO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.23521793
_cell_length_b   4.23521793
_cell_length_c   4.23521793
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbInO2F
_chemical_formula_sum   'Nb1 In1 O2 F1'
_cell_volume   75.96740446
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.00144406  0.00000000  0.00000000  1
  Nb  Nb1  1  0.50606552  0.50000000  0.50000000  1
  F  F2  1  0.50021393  0.00000000  0.50000000  1
  O  O3  1  0.50134712  0.50000000  0.00000000  1
  O  O4  1  0.00055609  0.50000000  0.50000000  1
",InNbO2F,0.18,0.154603746,0,0
6848,18749,"# generated using pymatgen
data_CuHgN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.27840218
_cell_length_b   4.27840218
_cell_length_c   4.27840218
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuHgN3
_chemical_formula_sum   'Cu1 Hg1 N3'
_cell_volume   78.31497620
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",CuHgN3,2.86,2.851129045,0,0
7848,13235,"# generated using pymatgen
data_SbTeO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45205698
_cell_length_b   4.45205698
_cell_length_c   4.45205698
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbTeO2F
_chemical_formula_sum   'Sb1 Te1 O2 F1'
_cell_volume   88.24338174
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.12900145  0.00000000  0.00000000  1
  Te  Te1  1  0.48124195  0.50000000  0.50000000  1
  F  F2  1  0.60064502  0.00000000  0.50000000  1
  O  O3  1  0.37320750  0.50000000  0.00000000  1
  O  O4  1  -0.09262689  0.50000000  0.50000000  1
",SbTeO2F,1.08,1.087331766,0,0
1785,17949,"# generated using pymatgen
data_TlAsN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.21808397
_cell_length_b   4.21808397
_cell_length_c   4.21808397
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlAsN3
_chemical_formula_sum   'Tl1 As1 N3'
_cell_volume   75.04913009
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  As  As0  1  0.00000000  0.00000000  0.00000000  1
  Tl  Tl1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",AsTlN3,2.88,2.801006287,0,0
9444,5799,"# generated using pymatgen
data_SiGeN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65617917
_cell_length_b   3.65617917
_cell_length_c   3.65617917
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiGeN2O
_chemical_formula_sum   'Si1 Ge1 N2 O1'
_cell_volume   48.87450927
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.00406594  0.00000000  0.00000000  1
  Si  Si1  1  0.50174558  0.50000000  0.50000000  1
  N  N2  1  0.50106399  -0.00000000  0.50000000  1
  N  N3  1  0.50106399  0.50000000  -0.00000000  1
  O  O4  1  0.00162986  0.50000000  0.50000000  1
",GeSiON2,1.2,1.201451144,0,0
8915,5428,"# generated using pymatgen
data_InRhN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14427507
_cell_length_b   4.14427507
_cell_length_c   4.14427507
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InRhN2O
_chemical_formula_sum   'In1 Rh1 N2 O1'
_cell_volume   71.17798987
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.00041340  -0.00000000  0.00000000  1
  In  In1  1  0.50522499  0.50000000  0.50000000  1
  N  N2  1  0.49962961  -0.00000000  0.50000000  1
  N  N3  1  0.49962961  0.50000000  -0.00000000  1
  O  O4  1  0.00469980  0.50000000  0.50000000  1
",RhInON2,2.34,2.297404485,0,0
16758,16786,"# generated using pymatgen
data_CuWN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06103865
_cell_length_b   4.06103865
_cell_length_c   4.06103865
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuWN3
_chemical_formula_sum   'Cu1 W1 N3'
_cell_volume   66.97479101
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.30897474  0.00000000  -0.00000000  1
  W  W1  1  0.46936000  0.50000000  0.50000000  1
  N  N2  1  0.41231602  -0.00000000  0.50000000  1
  N  N3  1  0.41231602  0.50000000  0.00000000  1
  N  N4  1  -0.07004482  0.50000000  0.50000000  1
",CuWN3,0.76,0.759644789,0,0
4701,18204,"# generated using pymatgen
data_NaYN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.13517326
_cell_length_b   4.13517326
_cell_length_c   4.13517326
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaYN3
_chemical_formula_sum   'Na1 Y1 N3'
_cell_volume   70.71004814
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00000000  0.00000000  0.00000000  1
  Na  Na1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",YNaN3,2.74,2.195722798,0,0
